District,State,Location,Latitude,Longitude,Lithology,Aquifer_Type,Expected_WBZ_Depth_m,Water_Level_m,Expected_Discharge_LPM,pH,EC_uS_cm,Hardness_mg_L,Nitrate_mg_L,Fluoride_mg_L,Recommended_Drilling,Well_Suitability,Expected_Water_Quality
Belagavi,Karnataka,KA-Site-1522,16.17179,78.00089,Laterite,Confined,136,15.64,58,6.14,1503,376,42.13,0.15,Auger Drilling,Suitable,Poor
Kalaburagi,Karnataka,KA-Site-1523,16.04813,78.055439,Schist,Unconfined,56,6.41,189,6.7,1382,594,23.03,0.0,Cable Tool,Not Suitable,Moderate
Tumakuru,Karnataka,KA-Site-1524,13.178458,75.67592,Schist,Unconfined,81,7.78,142,7.66,761,168,63.72,2.25,Cable Tool,Suitable,Moderate
Hassan,Karnataka,KA-Site-1525,11.748524,78.278785,Schist,Fractured,125,8.44,113,7.33,720,170,35.47,0.34,Down-the-Hole,Not Suitable,Moderate
Hassan,Karnataka,KA-Site-1526,12.616221,76.277333,Granite,Confined,50,7.13,120,7.03,751,265,46.2,0.71,Auger Drilling,Not Suitable,Moderate
Hassan,Karnataka,KA-Site-1527,16.569347,77.670272,Laterite,Fractured,142,14.14,121,7.73,519,298,33.57,0.78,Percussion Drilling,Suitable,Good
Dakshina Kannada,Karnataka,KA-Site-1528,14.523534,75.846375,Schist,Unconfined,191,17.62,186,6.97,1031,266,4.23,0.16,Rotary Drilling,Not Suitable,Moderate
Hassan,Karnataka,KA-Site-1529,16.587292,75.371134,Gneiss,Confined,114,23.04,95,8.06,313,486,47.04,0.71,Cable Tool,Suitable,Moderate
Shivamogga,Karnataka,KA-Site-1530,12.665025,75.435166,Basalt,Fractured,156,15.8,227,6.98,1378,432,41.13,1.17,Down-the-Hole,Suitable,Moderate
Mandya,Karnataka,KA-Site-1531,16.275282,75.978477,Schist,Semi-confined,121,10.07,150,8.02,459,265,38.51,1.71,Down-the-Hole,Suitable,Moderate
Udupi,Karnataka,KA-Site-1532,13.80951,77.947214,Laterite,Unconfined,73,7.69,76,7.2,1480,131,15.46,0.34,Percussion Drilling,Suitable,Moderate
Tumakuru,Karnataka,KA-Site-1533,15.522964,76.522893,Laterite,Fractured,150,21.77,107,7.98,849,408,0.0,1.04,Down-the-Hole,Not Suitable,Moderate
Mysuru,Karnataka,KA-Site-1534,17.002913,75.27195,Granite,Confined,189,9.6,123,7.02,457,480,19.1,0.88,Auger Drilling,Suitable,Good
Udupi,Karnataka,KA-Site-1535,12.195053,77.157896,Gneiss,Unconfined,178,25.79,79,7.24,1013,560,27.96,1.22,Cable Tool,Not Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-1536,13.097171,74.866407,Alluvium,Semi-confined,146,9.26,204,8.08,1023,215,12.83,0.49,Cable Tool,Suitable,Moderate
Belagavi,Karnataka,KA-Site-1537,12.534065,75.417093,Granite,Confined,50,5.52,154,7.23,680,193,35.65,0.19,Rotary Drilling,Suitable,Moderate
Ballari,Karnataka,KA-Site-1538,12.981307,74.774848,Alluvium,Fractured,126,1.94,232,8.6,723,178,14.75,1.43,Auger Drilling,Suitable,Good
Tumakuru,Karnataka,KA-Site-1539,14.358931,75.357216,Basalt,Confined,177,21.46,190,6.87,912,149,38.28,1.88,Auger Drilling,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-1540,16.975603,77.082703,Alluvium,Semi-confined,72,10.4,233,6.83,879,169,33.3,1.48,Percussion Drilling,Suitable,Moderate
Shivamogga,Karnataka,KA-Site-1541,11.82744,78.384225,Gneiss,Semi-confined,113,28.04,114,6.13,573,487,27.09,0.51,Percussion Drilling,Suitable,Good
Davanagere,Karnataka,KA-Site-1542,18.203231,74.665029,Basalt,Fractured,126,23.64,128,7.7,956,281,66.45,0.23,Rotary Drilling,Not Suitable,Moderate
Davanagere,Karnataka,KA-Site-1543,15.028497,77.273091,Schist,Confined,46,14.08,133,7.34,1355,228,17.67,1.42,Rotary Drilling,Suitable,Moderate
Hassan,Karnataka,KA-Site-1544,13.173252,75.15636,Laterite,Confined,148,12.68,63,7.61,1023,197,30.1,1.72,Down-the-Hole,Suitable,Moderate
Mysuru,Karnataka,KA-Site-1545,14.046829,75.944192,Granite,Semi-confined,138,24.2,116,7.1,392,632,47.28,1.62,Auger Drilling,Suitable,Moderate
Chitradurga,Karnataka,KA-Site-1546,16.873242,76.273211,Granite,Semi-confined,114,26.36,143,7.83,1115,251,33.44,0.45,Auger Drilling,Suitable,Moderate
Mysuru,Karnataka,KA-Site-1547,12.512398,76.267537,Laterite,Confined,88,13.07,83,6.71,403,365,50.08,1.34,Rotary Drilling,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-1548,18.123374,74.931504,Basalt,Unconfined,175,29.73,194,8.11,1389,500,30.83,1.13,Down-the-Hole,Suitable,Moderate
Udupi,Karnataka,KA-Site-1549,14.148475,77.429173,Schist,Semi-confined,107,23.41,140,6.95,1106,149,27.8,0.0,Auger Drilling,Not Suitable,Moderate
Shivamogga,Karnataka,KA-Site-1550,13.972214,77.721396,Alluvium,Unconfined,174,1.13,281,8.22,915,331,53.66,0.0,Down-the-Hole,Suitable,Moderate
Mysuru,Karnataka,KA-Site-1551,14.927139,78.352238,Laterite,Semi-confined,142,22.72,79,7.45,1102,327,14.43,0.17,Rotary Drilling,Not Suitable,Moderate
Mandya,Karnataka,KA-Site-1552,14.258794,76.693265,Basalt,Semi-confined,147,14.35,137,7.2,1428,57,59.85,0.65,Cable Tool,Suitable,Moderate
Tumakuru,Karnataka,KA-Site-1553,14.478208,74.692383,Gneiss,Semi-confined,91,13.23,122,6.59,798,120,26.5,1.96,Auger Drilling,Suitable,Moderate
Shivamogga,Karnataka,KA-Site-1554,11.93704,77.920095,Alluvium,Unconfined,147,3.59,304,6.71,874,20,34.95,0.62,Auger Drilling,Suitable,Moderate
Kolar,Karnataka,KA-Site-1555,15.81938,74.609219,Granite,Unconfined,166,19.21,105,7.24,564,316,0.0,0.67,Rotary Drilling,Suitable,Good
Mandya,Karnataka,KA-Site-1556,14.533394,78.074079,Granite,Unconfined,167,19.4,71,7.67,1432,583,36.62,1.1,Cable Tool,Not Suitable,Moderate
Udupi,Karnataka,KA-Site-1557,15.261419,76.079269,Alluvium,Semi-confined,96,11.84,199,8.01,850,304,6.33,0.95,Rotary Drilling,Not Suitable,Moderate
Udupi,Karnataka,KA-Site-1558,17.724588,78.453035,Alluvium,Semi-confined,207,2.62,192,8.29,651,530,55.97,1.17,Auger Drilling,Not Suitable,Moderate
Hassan,Karnataka,KA-Site-1559,15.337511,76.427766,Alluvium,Unconfined,112,8.64,207,7.96,864,516,13.45,0.0,Auger Drilling,Suitable,Moderate
Chitradurga,Karnataka,KA-Site-1560,13.900319,74.319341,Laterite,Confined,98,13.29,103,7.37,1151,256,16.7,0.45,Percussion Drilling,Not Suitable,Moderate
Tumakuru,Karnataka,KA-Site-1561,15.132968,77.026301,Alluvium,Semi-confined,40,10.98,226,6.65,916,252,42.03,1.32,Rotary Drilling,Suitable,Moderate
Mysuru,Karnataka,KA-Site-1562,18.242104,76.243284,Basalt,Semi-confined,148,20.4,236,6.71,100,88,0.0,2.07,Auger Drilling,Suitable,Moderate
Davanagere,Karnataka,KA-Site-1563,14.032652,78.473782,Laterite,Fractured,128,22.04,69,6.9,1025,153,23.17,1.0,Down-the-Hole,Suitable,Moderate
Ballari,Karnataka,KA-Site-1564,16.802758,76.935154,Gneiss,Confined,140,17.68,97,6.86,1067,198,39.91,0.3,Rotary Drilling,Not Suitable,Moderate
Mandya,Karnataka,KA-Site-1565,16.345788,76.06687,Basalt,Fractured,103,13.0,144,7.0,1037,377,43.08,1.16,Percussion Drilling,Suitable,Moderate
Shivamogga,Karnataka,KA-Site-1566,16.179592,77.366544,Granite,Fractured,86,9.72,106,7.04,1381,217,35.56,0.89,Cable Tool,Suitable,Moderate
Ballari,Karnataka,KA-Site-1567,11.910407,74.052003,Gneiss,Unconfined,77,13.35,136,6.84,944,92,52.56,1.44,Down-the-Hole,Not Suitable,Moderate
Mandya,Karnataka,KA-Site-1568,12.697779,78.188929,Gneiss,Confined,136,18.27,68,8.39,1110,503,47.48,0.79,Cable Tool,Not Suitable,Moderate
Tumakuru,Karnataka,KA-Site-1569,14.139819,74.989911,Alluvium,Fractured,183,7.15,350,7.75,893,219,36.4,1.05,Auger Drilling,Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-1570,13.62703,77.338401,Basalt,Fractured,129,22.85,200,6.32,763,645,37.48,1.02,Cable Tool,Not Suitable,Moderate
Tumakuru,Karnataka,KA-Site-1571,17.454204,77.615406,Laterite,Fractured,30,25.78,84,6.41,874,126,30.47,0.15,Cable Tool,Suitable,Moderate
Hassan,Karnataka,KA-Site-1572,13.324612,78.304289,Basalt,Confined,170,24.42,204,8.16,1093,394,39.46,0.86,Percussion Drilling,Suitable,Moderate
Ballari,Karnataka,KA-Site-1573,12.841165,78.245209,Alluvium,Semi-confined,147,2.72,102,8.76,1225,287,35.29,0.79,Cable Tool,Suitable,Moderate
Tumakuru,Karnataka,KA-Site-1574,17.462854,74.97344,Granite,Unconfined,129,17.65,150,7.78,1122,178,14.53,0.93,Percussion Drilling,Not Suitable,Moderate
Tumakuru,Karnataka,KA-Site-1575,12.292113,74.487996,Granite,Semi-confined,92,16.69,133,7.84,100,453,52.91,0.0,Auger Drilling,Not Suitable,Moderate
Kolar,Karnataka,KA-Site-1576,14.284709,77.878595,Granite,Semi-confined,171,13.27,146,6.88,1299,239,54.23,0.18,Percussion Drilling,Suitable,Moderate
Chitradurga,Karnataka,KA-Site-1577,11.815763,75.735033,Basalt,Unconfined,162,29.18,156,8.18,837,345,66.13,0.72,Percussion Drilling,Not Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-1578,15.02491,77.813894,Gneiss,Confined,112,26.55,128,7.51,1300,300,0.0,0.58,Rotary Drilling,Not Suitable,Moderate
Mandya,Karnataka,KA-Site-1579,17.91489,75.745708,Schist,Confined,37,21.57,141,6.76,724,31,39.35,1.02,Rotary Drilling,Not Suitable,Good
Kalaburagi,Karnataka,KA-Site-1580,13.021918,75.006538,Schist,Unconfined,100,11.88,201,7.98,155,185,34.85,0.99,Down-the-Hole,Suitable,Moderate
Udupi,Karnataka,KA-Site-1581,15.881232,75.521191,Laterite,Fractured,153,19.87,100,7.82,1218,32,43.62,0.32,Down-the-Hole,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-1582,16.956418,77.62046,Granite,Semi-confined,146,25.55,78,7.33,1006,234,36.29,1.28,Down-the-Hole,Suitable,Moderate
Kolar,Karnataka,KA-Site-1583,12.50912,78.207034,Alluvium,Confined,118,9.33,274,7.84,1242,558,44.51,0.81,Cable Tool,Not Suitable,Moderate
Udupi,Karnataka,KA-Site-1584,17.315326,75.922768,Alluvium,Unconfined,136,6.91,307,7.06,1074,317,26.66,0.74,Auger Drilling,Suitable,Moderate
Hassan,Karnataka,KA-Site-1585,14.947096,74.384597,Alluvium,Unconfined,96,4.14,235,7.14,213,345,43.49,1.7,Percussion Drilling,Suitable,Moderate
Kolar,Karnataka,KA-Site-1586,17.301756,77.949512,Gneiss,Confined,154,21.07,112,7.99,1145,246,47.92,0.85,Auger Drilling,Suitable,Moderate
Davanagere,Karnataka,KA-Site-1587,11.781175,75.788821,Laterite,Semi-confined,126,21.17,112,7.6,1082,309,30.33,0.0,Percussion Drilling,Not Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-1588,16.979144,74.722763,Alluvium,Semi-confined,83,14.67,215,6.32,1128,56,14.99,1.15,Rotary Drilling,Suitable,Moderate
Tumakuru,Karnataka,KA-Site-1589,13.148601,77.56842,Basalt,Unconfined,114,5.58,140,8.19,495,562,5.32,1.37,Auger Drilling,Not Suitable,Moderate
Chitradurga,Karnataka,KA-Site-1590,16.516244,75.575727,Laterite,Unconfined,100,23.36,81,6.26,2156,277,50.77,0.06,Rotary Drilling,Suitable,Poor
Mandya,Karnataka,KA-Site-1591,16.015592,76.600197,Gneiss,Unconfined,117,13.91,82,7.89,893,250,29.73,1.57,Rotary Drilling,Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-1592,16.960426,76.310255,Laterite,Unconfined,110,11.24,144,6.6,865,591,52.08,0.49,Rotary Drilling,Not Suitable,Moderate
Ballari,Karnataka,KA-Site-1593,14.964526,78.476106,Alluvium,Semi-confined,90,10.56,255,8.18,583,227,29.88,0.0,Cable Tool,Suitable,Good
Hassan,Karnataka,KA-Site-1594,17.952842,76.24803,Laterite,Unconfined,190,22.72,105,6.95,1101,341,28.87,0.5,Down-the-Hole,Suitable,Moderate
Hassan,Karnataka,KA-Site-1595,16.254088,74.428238,Basalt,Semi-confined,145,15.9,174,7.77,1556,373,30.01,0.14,Percussion Drilling,Not Suitable,Poor
Kolar,Karnataka,KA-Site-1596,17.811684,75.931827,Schist,Unconfined,154,25.36,176,7.2,516,354,7.91,1.12,Rotary Drilling,Not Suitable,Moderate
Shivamogga,Karnataka,KA-Site-1597,14.383458,74.76633,Alluvium,Confined,62,8.02,443,7.89,458,156,57.44,0.99,Percussion Drilling,Suitable,Moderate
Hassan,Karnataka,KA-Site-1598,16.491275,75.24803,Alluvium,Confined,153,1.01,273,7.54,778,163,54.74,1.59,Auger Drilling,Suitable,Moderate
Davanagere,Karnataka,KA-Site-1599,17.522452,74.631207,Basalt,Unconfined,84,14.74,173,8.11,936,198,1.25,0.52,Cable Tool,Not Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-1600,12.932575,74.292456,Gneiss,Semi-confined,169,6.99,100,8.33,1269,472,46.4,1.37,Down-the-Hole,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-1601,14.146215,74.3484,Schist,Fractured,80,7.61,132,7.52,1257,271,40.74,0.17,Down-the-Hole,Suitable,Moderate
Chitradurga,Karnataka,KA-Site-1602,15.828382,74.583136,Schist,Confined,145,5.05,143,7.84,814,382,10.81,0.0,Auger Drilling,Suitable,Moderate
Hassan,Karnataka,KA-Site-1603,16.442287,76.546139,Laterite,Semi-confined,80,9.51,117,8.42,2295,252,22.27,0.0,Cable Tool,Not Suitable,Poor
Dakshina Kannada,Karnataka,KA-Site-1604,13.722907,74.668453,Schist,Unconfined,54,5.11,146,7.4,699,330,50.8,1.04,Cable Tool,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-1605,17.787888,76.015739,Schist,Semi-confined,81,9.17,132,6.22,632,20,7.34,1.13,Auger Drilling,Not Suitable,Good
Chitradurga,Karnataka,KA-Site-1606,12.25505,74.446671,Schist,Semi-confined,127,26.32,195,7.42,1125,226,34.16,1.19,Rotary Drilling,Not Suitable,Moderate
Mandya,Karnataka,KA-Site-1607,12.241153,78.028827,Laterite,Fractured,146,5.92,107,7.17,1027,359,1.39,1.31,Rotary Drilling,Suitable,Moderate
Kolar,Karnataka,KA-Site-1608,15.756493,74.486673,Alluvium,Confined,70,10.18,149,8.03,181,248,25.51,0.76,Cable Tool,Suitable,Moderate
Shivamogga,Karnataka,KA-Site-1609,18.370862,76.8116,Schist,Fractured,30,18.48,140,6.49,380,36,24.35,0.94,Down-the-Hole,Suitable,Good
Mandya,Karnataka,KA-Site-1610,17.399358,74.687727,Granite,Fractured,68,5.82,130,8.11,861,413,43.68,0.03,Percussion Drilling,Suitable,Moderate
Belagavi,Karnataka,KA-Site-1611,14.147078,76.818645,Gneiss,Unconfined,156,11.89,68,7.98,1360,143,33.29,0.44,Auger Drilling,Suitable,Moderate
Chitradurga,Karnataka,KA-Site-1612,17.731095,74.778363,Granite,Semi-confined,84,28.07,174,7.52,771,218,11.34,0.42,Down-the-Hole,Not Suitable,Good
Ballari,Karnataka,KA-Site-1613,12.403516,75.049659,Granite,Confined,93,18.84,182,7.54,785,202,26.5,1.2,Auger Drilling,Suitable,Good
Tumakuru,Karnataka,KA-Site-1614,17.813917,75.063818,Basalt,Semi-confined,153,16.41,158,6.71,633,304,37.17,1.87,Auger Drilling,Not Suitable,Moderate
Shivamogga,Karnataka,KA-Site-1615,17.302713,75.223012,Schist,Unconfined,132,9.75,185,8.11,1293,304,36.43,1.35,Auger Drilling,Suitable,Moderate
Udupi,Karnataka,KA-Site-1616,18.355631,74.797463,Laterite,Confined,74,13.15,61,7.5,1503,238,41.81,0.74,Rotary Drilling,Not Suitable,Poor
Mysuru,Karnataka,KA-Site-1617,11.747933,77.356626,Schist,Semi-confined,68,17.68,165,8.18,311,236,20.19,0.81,Rotary Drilling,Not Suitable,Good
Dakshina Kannada,Karnataka,KA-Site-1618,14.962678,74.787259,Laterite,Semi-confined,69,23.33,64,7.1,1186,20,27.17,1.86,Auger Drilling,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-1619,15.179165,74.625257,Gneiss,Fractured,208,29.87,127,8.15,1086,46,12.61,0.1,Auger Drilling,Not Suitable,Moderate
Hassan,Karnataka,KA-Site-1620,13.999463,77.859279,Basalt,Confined,115,5.95,167,7.24,1378,404,35.27,0.8,Down-the-Hole,Not Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-1621,11.806929,75.054672,Alluvium,Unconfined,77,13.9,118,7.05,930,62,0.0,0.86,Cable Tool,Not Suitable,Moderate
Hassan,Karnataka,KA-Site-1622,15.949557,77.209639,Laterite,Fractured,137,24.25,60,7.8,1050,390,39.85,1.07,Rotary Drilling,Not Suitable,Moderate
Mandya,Karnataka,KA-Site-1623,18.159839,74.680103,Laterite,Fractured,228,13.23,88,7.69,1147,431,12.02,0.0,Cable Tool,Not Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-1624,12.624108,78.031477,Schist,Fractured,140,19.89,146,8.17,635,128,36.16,0.75,Down-the-Hole,Not Suitable,Good
Kolar,Karnataka,KA-Site-1625,11.539433,78.435497,Gneiss,Confined,141,14.89,109,6.93,934,227,24.97,0.96,Rotary Drilling,Not Suitable,Moderate
Shivamogga,Karnataka,KA-Site-1626,17.814745,77.097589,Schist,Fractured,162,29.28,218,7.5,679,700,38.27,1.39,Cable Tool,Not Suitable,Good
Kolar,Karnataka,KA-Site-1627,17.109186,77.538638,Schist,Fractured,141,9.99,101,8.45,1229,479,22.44,1.09,Percussion Drilling,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-1628,17.778148,75.45287,Basalt,Unconfined,147,7.2,221,8.04,441,70,15.46,1.43,Auger Drilling,Suitable,Good
Tumakuru,Karnataka,KA-Site-1629,11.773382,77.341565,Laterite,Confined,168,22.69,69,8.31,975,51,42.58,1.15,Percussion Drilling,Suitable,Moderate
Ballari,Karnataka,KA-Site-1630,11.589091,78.057399,Basalt,Confined,182,18.64,198,6.0,374,20,33.51,0.94,Percussion Drilling,Not Suitable,Good
Kolar,Karnataka,KA-Site-1631,12.38568,76.746385,Laterite,Unconfined,146,13.76,106,8.25,577,719,29.99,1.37,Rotary Drilling,Suitable,Good
Kalaburagi,Karnataka,KA-Site-1632,13.400616,74.660572,Basalt,Unconfined,149,12.29,83,7.46,648,314,0.0,0.9,Rotary Drilling,Suitable,Good
Kalaburagi,Karnataka,KA-Site-1633,15.242667,75.9014,Basalt,Fractured,140,9.62,167,7.71,988,457,32.16,0.79,Rotary Drilling,Suitable,Moderate
Shivamogga,Karnataka,KA-Site-1634,14.699177,74.036535,Laterite,Confined,77,16.08,122,6.73,651,20,60.21,0.65,Auger Drilling,Not Suitable,Moderate
Mandya,Karnataka,KA-Site-1635,14.60377,74.122226,Schist,Fractured,145,17.85,152,6.69,1013,194,15.15,1.25,Percussion Drilling,Suitable,Moderate
Mysuru,Karnataka,KA-Site-1636,15.152493,74.864439,Laterite,Semi-confined,115,11.65,124,6.54,100,127,0.0,1.03,Down-the-Hole,Suitable,Good
Davanagere,Karnataka,KA-Site-1637,12.052323,74.109864,Basalt,Unconfined,105,13.41,170,7.85,1277,457,36.6,1.17,Cable Tool,Not Suitable,Moderate
Hassan,Karnataka,KA-Site-1638,14.294674,75.80402,Basalt,Confined,106,15.13,162,6.87,693,267,44.4,0.56,Cable Tool,Not Suitable,Good
Shivamogga,Karnataka,KA-Site-1639,13.876095,74.556613,Schist,Semi-confined,89,29.3,107,7.43,368,170,0.0,1.06,Down-the-Hole,Not Suitable,Good
Dakshina Kannada,Karnataka,KA-Site-1640,17.901908,75.884918,Granite,Unconfined,108,21.41,112,6.67,360,532,33.42,0.88,Cable Tool,Not Suitable,Moderate
Mandya,Karnataka,KA-Site-1641,18.286245,77.236721,Schist,Semi-confined,52,29.98,152,8.42,1237,431,39.29,1.24,Down-the-Hole,Suitable,Moderate
Mysuru,Karnataka,KA-Site-1642,16.297371,75.860711,Laterite,Unconfined,132,14.04,109,7.93,280,419,31.91,1.27,Rotary Drilling,Suitable,Moderate
Mysuru,Karnataka,KA-Site-1643,17.033446,74.964387,Gneiss,Unconfined,153,6.25,100,6.0,1689,174,49.28,0.25,Auger Drilling,Not Suitable,Poor
Hassan,Karnataka,KA-Site-1644,12.851253,78.494717,Granite,Unconfined,126,9.89,79,8.51,1023,369,28.06,0.81,Down-the-Hole,Suitable,Moderate
Mandya,Karnataka,KA-Site-1645,17.658566,76.001004,Laterite,Fractured,119,22.36,107,7.46,834,116,3.28,0.47,Percussion Drilling,Suitable,Moderate
Udupi,Karnataka,KA-Site-1646,17.743789,75.657171,Basalt,Confined,79,23.11,187,6.93,1068,297,26.9,1.51,Cable Tool,Not Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-1647,16.925999,74.868674,Granite,Unconfined,89,13.7,123,7.85,527,548,28.69,0.28,Percussion Drilling,Not Suitable,Moderate
Udupi,Karnataka,KA-Site-1648,16.647574,77.749532,Schist,Unconfined,121,27.59,193,7.66,642,370,24.15,0.0,Rotary Drilling,Not Suitable,Good
Davanagere,Karnataka,KA-Site-1649,18.485285,75.93947,Schist,Unconfined,157,10.11,178,7.44,625,417,24.42,1.71,Down-the-Hole,Not Suitable,Moderate
Chitradurga,Karnataka,KA-Site-1650,15.687771,74.238405,Alluvium,Fractured,81,2.1,257,7.3,613,380,0.0,1.27,Cable Tool,Suitable,Moderate
Hassan,Karnataka,KA-Site-1651,17.078948,77.592783,Granite,Semi-confined,125,12.11,165,7.1,1099,168,18.37,1.52,Cable Tool,Not Suitable,Moderate
Udupi,Karnataka,KA-Site-1652,16.06757,75.870207,Schist,Semi-confined,164,7.5,140,7.93,1543,47,23.64,0.64,Cable Tool,Suitable,Poor
Hassan,Karnataka,KA-Site-1653,14.338677,75.022493,Alluvium,Fractured,137,8.43,241,8.58,831,344,53.72,0.53,Cable Tool,Not Suitable,Moderate
Hassan,Karnataka,KA-Site-1654,14.87653,77.110297,Schist,Fractured,88,11.07,208,7.62,1341,276,28.27,1.45,Percussion Drilling,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-1655,18.31048,74.340133,Laterite,Unconfined,186,16.91,119,7.37,877,476,54.97,0.02,Auger Drilling,Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-1656,14.497755,77.131526,Alluvium,Fractured,137,8.52,228,7.81,1178,328,30.14,0.25,Down-the-Hole,Suitable,Moderate
Davanagere,Karnataka,KA-Site-1657,14.693701,75.845923,Schist,Fractured,104,6.59,178,8.36,634,385,6.93,0.14,Rotary Drilling,Not Suitable,Moderate
Hassan,Karnataka,KA-Site-1658,15.703904,77.081908,Alluvium,Unconfined,153,7.53,332,6.48,877,354,14.76,0.0,Rotary Drilling,Not Suitable,Moderate
Ballari,Karnataka,KA-Site-1659,12.033529,76.489235,Alluvium,Confined,88,7.53,236,7.52,323,292,0.0,0.0,Rotary Drilling,Suitable,Moderate
Kolar,Karnataka,KA-Site-1660,16.402755,74.569209,Gneiss,Semi-confined,101,6.33,129,8.09,100,277,0.0,0.73,Cable Tool,Suitable,Good
Hassan,Karnataka,KA-Site-1661,14.250246,76.248608,Schist,Fractured,196,22.78,150,6.64,182,396,0.0,1.39,Percussion Drilling,Not Suitable,Good
Mandya,Karnataka,KA-Site-1662,16.374529,78.043954,Granite,Confined,115,22.73,122,7.56,943,208,29.07,0.96,Down-the-Hole,Not Suitable,Moderate
Udupi,Karnataka,KA-Site-1663,12.984304,76.346937,Basalt,Confined,66,22.87,228,6.8,418,100,0.0,0.94,Percussion Drilling,Not Suitable,Moderate
Mandya,Karnataka,KA-Site-1664,14.057375,77.95919,Alluvium,Unconfined,105,13.98,271,8.51,1061,20,51.12,0.0,Rotary Drilling,Suitable,Moderate
Kolar,Karnataka,KA-Site-1665,12.150862,76.795052,Alluvium,Unconfined,205,6.97,353,6.86,1005,157,105.55,0.89,Cable Tool,Suitable,Moderate
Kolar,Karnataka,KA-Site-1666,17.158285,77.370536,Schist,Fractured,95,10.07,126,7.93,1910,246,46.03,0.35,Percussion Drilling,Suitable,Poor
Kalaburagi,Karnataka,KA-Site-1667,15.88827,74.081492,Gneiss,Fractured,112,9.9,177,7.62,172,460,15.76,0.68,Cable Tool,Suitable,Good
Dakshina Kannada,Karnataka,KA-Site-1668,17.13909,76.242834,Basalt,Confined,143,14.91,180,7.83,1704,242,12.87,0.1,Down-the-Hole,Suitable,Poor
Kalaburagi,Karnataka,KA-Site-1669,18.024321,77.053384,Laterite,Semi-confined,98,18.59,107,7.42,402,135,22.78,1.68,Percussion Drilling,Suitable,Moderate
Davanagere,Karnataka,KA-Site-1670,17.513269,77.154419,Gneiss,Fractured,134,6.1,71,7.05,920,189,47.2,0.4,Cable Tool,Not Suitable,Moderate
Udupi,Karnataka,KA-Site-1671,11.556368,77.791372,Granite,Semi-confined,128,10.23,123,6.9,1442,606,42.15,1.69,Down-the-Hole,Not Suitable,Moderate
Davanagere,Karnataka,KA-Site-1672,12.076672,75.600418,Granite,Unconfined,154,15.85,97,7.08,758,156,15.33,0.79,Percussion Drilling,Suitable,Good
Kolar,Karnataka,KA-Site-1673,18.125207,77.443595,Schist,Semi-confined,89,20.1,159,7.62,909,371,61.02,0.69,Down-the-Hole,Not Suitable,Moderate
Hassan,Karnataka,KA-Site-1674,11.606516,77.10605,Gneiss,Unconfined,127,7.46,118,7.09,1213,90,25.11,1.13,Rotary Drilling,Suitable,Moderate
Davanagere,Karnataka,KA-Site-1675,13.020009,74.479533,Gneiss,Fractured,114,13.02,87,7.83,1058,323,59.69,0.98,Percussion Drilling,Not Suitable,Moderate
Davanagere,Karnataka,KA-Site-1676,14.039801,74.385427,Basalt,Semi-confined,96,26.06,128,7.01,410,96,61.82,1.13,Down-the-Hole,Not Suitable,Moderate
Shivamogga,Karnataka,KA-Site-1677,11.942044,76.670046,Basalt,Fractured,156,10.97,142,7.89,1160,424,10.57,0.5,Down-the-Hole,Not Suitable,Moderate
